ID	Length	WT_25.Aligned.sortedByCoord.out
ENSG00000100418.8	5499	170.0
ENSG00000154310.17	3999	26.0
ENSG00000141034.10	3999	69.5
ENSG00000112619.8	3999	32.0
ENSG00000270804.2	5999	75.0
ENSG00000161664.7	11499	250.0
ENSG00000278480.1	3999	25.0
ENSG00000275945.1	3999	49.0
ENSG00000143319.17	4499	38.0
ENSG00000259652.1	4499	118.5
ENSG00000272391.6	4999	88.0
ENSG00000136888.8	6499	57.0
ENSG00000262343.1	8999	646.0
ENSG00000289157.1	5499	33.5
ENSG00000180098.9	5499	146.5
ENSG00000136436.15	8999	720.5
ENSG00000185896.11	4499	84.0
ENSG00000179262.10	4499	222.5
ENSG00000149657.20	7999	434.5
ENSG00000266852.2	4999	60.5
ENSG00000273162.1	6999	689.0
ENSG00000134108.14	4499	90.5
ENSG00000120949.15	3999	60.0
ENSG00000234883.7	5499	336.5
ENSG00000167625.12	4499	44.0
ENSG00000099840.14	3999	56.0
ENSG00000259732.1	4499	67.5
ENSG00000278754.1	3999	31.0
ENSG00000197498.13	3999	28.5
ENSG00000134575.13	5999	131.5
ENSG00000163938.17	4499	83.0
ENSG00000266490.1	5499	53.5
ENSG00000186532.12	7499	425.0
ENSG00000178935.5	3999	33.5
ENSG00000125534.10	6999	94.0
ENSG00000228126.1	5499	96.5
ENSG00000053372.5	5499	227.0
ENSG00000158805.12	4499	52.5
ENSG00000028116.18	4499	85.5
ENSG00000099968.18	5499	109.0
ENSG00000166377.21	7999	75.0
ENSG00000286013.1	5499	131.0
ENSG00000262227.2	4499	65.0
ENSG00000293360.1	4999	65.0
ENSG00000271936.1	4999	45.0
ENSG00000225125.2	3999	44.5
ENSG00000105640.13	3999	67.0
ENSG00000143183.18	3999	43.5
ENSG00000056558.11	5999	936.5
ENSG00000158195.11	9999	278.5
ENSG00000196152.10	5499	173.5
ENSG00000105373.19	3999	63.5
ENSG00000263080.1	3999	31.0
ENSG00000230530.2	7999	164.5
ENSG00000156587.16	11499	325.0
ENSG00000136816.16	4999	102.0
ENSG00000140259.7	4999	58.0
ENSG00000273456.2	6499	435.5
ENSG00000110876.10	4499	31.5
ENSG00000152439.13	7499	106.5
ENSG00000278948.1	4999	114.0
ENSG00000189180.16	5499	52.5
ENSG00000112679.15	9999	256.5
ENSG00000272672.1	5499	47.0
ENSG00000287733.1	10499	582.0
ENSG00000074966.11	3999	99.0
ENSG00000121594.12	8999	289.5
ENSG00000122566.22	11999	423.0
ENSG00000171999.7	3999	34.0
ENSG00000213995.12	3999	686.5
ENSG00000168126.3	7499	125.5
ENSG00000290085.1	4499	64.5
ENSG00000116903.7	4999	82.0
ENSG00000289393.1	4499	48.0
ENSG00000197111.16	5999	50.5
ENSG00000288906.1	4499	212.5
ENSG00000105372.8	3999	184.0
ENSG00000132300.19	11999	250.0
ENSG00000125445.11	4999	41.5
ENSG00000265566.2	3999	45.5
ENSG00000067365.15	3999	33.0
ENSG00000273542.2	4999	56.0
ENSG00000130733.11	6499	256.0
ENSG00000272345.1	4499	65.0
ENSG00000100416.15	4999	126.0
ENSG00000128891.17	5499	59.0
ENSG00000180423.4	3999	37.0
ENSG00000164776.11	5499	58.0
ENSG00000188229.6	4499	89.0
ENSG00000271991.3	6499	105.5
ENSG00000259251.2	4499	29.5
ENSG00000258727.1	7499	97.5
ENSG00000239335.4	4499	57.0
ENSG00000116560.12	8499	127.0
ENSG00000162511.8	6999	486.5
ENSG00000284602.1	9499	102.0
ENSG00000265678.1	23499	1201.5
ENSG00000261096.1	5999	67.0
ENSG00000092203.15	5999	80.5
ENSG00000115486.13	4999	166.0
ENSG00000230033.1	4499	251.0
ENSG00000258285.1	3999	51.0
ENSG00000213606.3	7499	61.0
ENSG00000168495.13	3999	55.5
ENSG00000137054.16	6999	76.5
ENSG00000086061.16	3999	49.0
ENSG00000288818.1	6499	128.5
ENSG00000140941.14	4999	189.0
ENSG00000172943.21	6999	161.5
ENSG00000137496.19	11999	162.0
ENSG00000104147.9	24999	503.5
ENSG00000207020.1	5999	82.0
ENSG00000273361.1	4499	68.0
ENSG00000100664.11	8499	98.5
ENSG00000105246.6	8499	215.5
ENSG00000121931.16	4499	56.0
ENSG00000266933.2	11499	1503.5
ENSG00000126953.8	4999	73.0
ENSG00000173726.11	4499	48.5
ENSG00000135679.27	5999	65.5
ENSG00000116649.10	4499	52.5
ENSG00000223665.1	3999	29.5
ENSG00000277895.1	5499	86.0
ENSG00000141027.23	6999	208.5
ENSG00000123268.9	10499	232.0
ENSG00000275709.1	4499	41.5
ENSG00000186765.12	6499	55.0
ENSG00000127191.18	3999	87.0
ENSG00000151694.15	3999	81.5
ENSG00000119950.21	3999	29.5
ENSG00000122515.16	3999	51.0
ENSG00000197238.5	8499	347.0
ENSG00000284934.3	6499	116.0
ENSG00000105948.13	4499	39.0
ENSG00000169136.13	4999	85.0
ENSG00000101109.13	5999	194.0
ENSG00000121774.18	5999	99.0
ENSG00000143409.18	4499	102.0
