ID	Length	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000133805.16	10499	0.77
ENSG00000230532.1	4999	0.87
ENSG00000171503.13	9499	1.55
ENSG00000259326.1	9499	0.68
ENSG00000226448.1	4999	0.9
ENSG00000100523.17	4999	0.44
ENSG00000271361.1	3999	0.78
ENSG00000122566.22	10999	3.93
ENSG00000260296.1	5999	0.89
ENSG00000149084.13	4499	0.55
ENSG00000147475.17	5499	0.56
ENSG00000259547.1	5999	0.43
ENSG00000136861.19	9499	1.2
ENSG00000131931.8	5499	0.65
ENSG00000060237.19	4999	0.3
ENSG00000109805.10	7999	0.48
ENSG00000257052.1	3999	0.77
ENSG00000234883.7	11999	0.9
ENSG00000031691.7	4499	0.79
ENSG00000184988.8	5499	0.85
ENSG00000116649.10	4499	1.56
ENSG00000224950.2	5999	0.92
ENSG00000118363.13	6999	0.5
ENSG00000284602.1	3999	0.81
ENSG00000169679.15	3999	0.39
ENSG00000198171.13	6499	0.52
ENSG00000251293.1	5499	0.77
ENSG00000168090.10	7999	0.46
ENSG00000289421.1	6499	0.87
ENSG00000236901.6	4499	0.63
ENSG00000223993.2	4999	0.78
ENSG00000119408.17	5999	2.24
ENSG00000273542.2	5499	0.45
ENSG00000111305.19	6499	0.77
ENSG00000188725.8	5999	0.43
ENSG00000203993.7	4999	0.55
ENSG00000185515.16	5999	0.53
ENSG00000276071.1	5499	0.85
ENSG00000272345.1	7999	0.48
ENSG00000164070.12	12499	1.03
ENSG00000120662.16	11499	0.7
ENSG00000233912.1	5499	0.53
ENSG00000253930.1	7999	0.44
ENSG00000271936.1	3999	0.57
ENSG00000176742.3	3999	0.47
ENSG00000112679.15	8499	0.52
ENSG00000124251.11	19499	0.96
ENSG00000218233.1	7499	1.04
ENSG00000136930.13	6499	0.79
ENSG00000171824.14	6499	0.82
ENSG00000237638.3	14999	0.91
ENSG00000187555.17	3999	0.27
ENSG00000137054.16	6499	0.96
ENSG00000186532.12	7999	2.55
ENSG00000177673.4	8499	0.74
ENSG00000161981.11	9499	0.36
ENSG00000273703.2	3999	0.45
ENSG00000120725.13	7499	0.86
ENSG00000116560.12	7999	1.47
ENSG00000284640.1	10999	0.96
ENSG00000197111.16	7499	1.75
ENSG00000145494.12	14999	1.29
ENSG00000078898.7	5499	0.39
ENSG00000228474.6	9999	0.93
ENSG00000250990.1	6499	0.44
ENSG00000235701.1	12499	0.73
ENSG00000278743.2	4999	0.77
ENSG00000038210.14	4499	0.34
ENSG00000122515.16	6499	0.43
ENSG00000218226.1	10999	1.05
ENSG00000164776.11	4999	0.54
ENSG00000231858.5	7999	0.52
ENSG00000271137.1	5499	1.24
ENSG00000284657.1	3999	0.48
ENSG00000290974.1	3999	0.48
ENSG00000184937.16	4499	0.61
ENSG00000170312.17	4499	0.39
ENSG00000068079.8	7499	0.48
ENSG00000116761.12	5999	0.48
ENSG00000160679.14	4499	0.8
ENSG00000290935.1	3999	0.55
ENSG00000261478.1	4999	0.49
ENSG00000286692.1	7999	1.25
ENSG00000095564.15	8999	0.48
ENSG00000163660.12	8499	1.57
ENSG00000082516.9	11999	0.6
ENSG00000180089.6	7999	1.24
ENSG00000230438.9	15499	1.12
ENSG00000287510.1	15999	0.77
ENSG00000125386.16	11999	0.56
ENSG00000172175.16	3999	0.93
ENSG00000205659.12	7999	0.57
ENSG00000137478.15	13999	1.13
ENSG00000180329.14	5499	0.87
ENSG00000272606.2	5999	0.53
ENSG00000162869.16	4499	0.34
ENSG00000290612.1	3999	0.65
ENSG00000132010.16	3999	0.39
ENSG00000143799.14	5999	0.47
ENSG00000241490.1	4499	1.03
ENSG00000234743.1	3999	0.57
ENSG00000100220.12	6999	0.92
ENSG00000164241.14	5999	0.38
ENSG00000258441.1	5499	1.02
ENSG00000214604.3	6499	1.0
ENSG00000234640.1	4999	0.41
ENSG00000236844.1	9999	1.33
ENSG00000121931.16	8999	0.82
ENSG00000101310.17	5999	1.72
ENSG00000230322.1	5499	1.06
ENSG00000255554.1	5499	0.45
ENSG00000185947.15	10999	1.17
ENSG00000023909.10	4999	0.47
ENSG00000260823.1	4499	0.35
